Participant,Trial,Word,Color,GPT Response,Correct Response,Reaction Time (s),Accuracy
3,35,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,36,XXXX,"(255, 0, 0)",m,m,0.0,1
3,37,XXXX,"(0, 0, 255)",b,b,0.0,1
3,38,BLUE,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,39,BLUE,"(0, 0, 255)",m,b,0.0,0
3,40,BLUE,"(255, 0, 0)",m,m,0.0,1
3,41,XXXX,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,42,RED,"(0, 0, 255)",b,b,0.0,1
3,43,RED,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,44,RED,"(0, 0, 255)",b,b,0.0,1
3,45,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,46,XXXX,"(255, 0, 0)",b,m,0.0,0
3,47,RED,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,48,BLUE,"(0, 0, 255)",m,b,0.0,0
3,49,RED,"(0, 0, 255)",b,b,7.152557373046875e-07,1
3,50,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,51,RED,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,52,XXXX,"(255, 0, 0)",b,m,0.0,0
3,53,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,54,XXXX,"(255, 0, 0)",b,m,0.0,0
3,55,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,56,XXXX,"(0, 0, 255)",m,b,0.0,0
3,57,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,58,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,59,RED,"(255, 0, 0)",b,m,0.0,0
3,60,XXXX,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,61,RED,"(255, 0, 0)",m,m,0.0,1
3,62,XXXX,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,63,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,64,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,65,RED,"(0, 0, 255)",m,b,0.0,0
3,66,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,67,XXXX,"(255, 0, 0)",m,m,0.0,1
3,68,BLUE,"(255, 0, 0)",m,m,0.0,1
3,69,RED,"(0, 0, 255)",m,b,0.0,0
3,70,RED,"(255, 0, 0)",m,m,0.0,1
3,71,XXXX,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,72,BLUE,"(255, 0, 0)",b,m,0.0,0
3,73,BLUE,"(255, 0, 0)",b,m,0.0,0
3,74,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,75,XXXX,"(0, 0, 255)",m,b,7.152557373046875e-07,0
3,76,XXXX,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,77,BLUE,"(255, 0, 0)",b,m,0.0,0
3,78,BLUE,"(0, 0, 255)",m,b,0.0,0
3,79,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,80,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,81,RED,"(0, 0, 255)",b,b,0.0,1
3,82,RED,"(255, 0, 0)",b,m,0.0,0
3,83,BLUE,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,84,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,85,BLUE,"(255, 0, 0)",m,m,0.0,1
3,86,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,87,BLUE,"(0, 0, 255)",b,b,0.0,1
3,88,XXXX,"(0, 0, 255)",m,b,0.0,0
3,89,BLUE,"(255, 0, 0)",b,m,0.0,0
3,90,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,91,RED,"(255, 0, 0)",m,m,0.0,1
3,92,XXXX,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,93,BLUE,"(0, 0, 255)",m,b,7.152557373046875e-07,0
3,94,RED,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,95,XXXX,"(0, 0, 255)",b,b,0.0,1
3,96,BLUE,"(0, 0, 255)",m,b,0.0,0
3,97,XXXX,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,98,BLUE,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,99,RED,"(255, 0, 0)",b,m,0.0,0
3,100,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,101,XXXX,"(255, 0, 0)",b,m,0.0,0
3,102,RED,"(255, 0, 0)",m,m,0.0,1
3,103,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,104,BLUE,"(255, 0, 0)",m,m,0.0,1
3,105,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,106,XXXX,"(0, 0, 255)",b,b,0.0,1
3,107,RED,"(0, 0, 255)",m,b,0.0,0
3,108,XXXX,"(0, 0, 255)",b,b,0.0,1
3,109,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,110,BLUE,"(0, 0, 255)",b,b,0.0,1
3,111,BLUE,"(255, 0, 0)",b,m,0.0,0
3,112,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,113,XXXX,"(255, 0, 0)",m,m,0.0,1
3,114,XXXX,"(0, 0, 255)",b,b,0.0,1
3,115,XXXX,"(255, 0, 0)",b,m,0.0,0
3,116,BLUE,"(255, 0, 0)",b,m,0.0,0
3,117,XXXX,"(255, 0, 0)",m,m,0.0,1
3,118,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,119,XXXX,"(0, 0, 255)",m,b,0.0,0
3,120,RED,"(255, 0, 0)",m,m,0.0,1
3,121,RED,"(255, 0, 0)",b,m,0.0,0
3,122,XXXX,"(0, 0, 255)",m,b,0.0,0
3,123,BLUE,"(0, 0, 255)",m,b,0.0,0
3,124,BLUE,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,125,BLUE,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,126,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,127,XXXX,"(255, 0, 0)",m,m,0.0,1
3,128,BLUE,"(0, 0, 255)",m,b,0.0,0
3,129,RED,"(255, 0, 0)",b,m,0.0,0
3,130,BLUE,"(0, 0, 255)",b,b,0.0,1
3,131,XXXX,"(255, 0, 0)",b,m,0.0,0
3,132,RED,"(255, 0, 0)",m,m,0.0,1
3,133,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,134,XXXX,"(0, 0, 255)",m,b,0.0,0
3,135,XXXX,"(255, 0, 0)",m,m,0.0,1
3,136,BLUE,"(0, 0, 255)",b,b,0.0,1
3,137,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,138,RED,"(0, 0, 255)",b,b,0.0,1
3,139,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,140,XXXX,"(255, 0, 0)",m,m,0.0,1
3,141,BLUE,"(0, 0, 255)",m,b,0.0,0
3,142,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,143,XXXX,"(0, 0, 255)",b,b,0.0,1
3,144,XXXX,"(255, 0, 0)",b,m,7.152557373046875e-07,0
3,145,RED,"(0, 0, 255)",b,b,0.0,1
3,146,XXXX,"(255, 0, 0)",b,m,0.0,0
3,147,XXXX,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,148,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,149,RED,"(0, 0, 255)",m,b,0.0,0
3,150,BLUE,"(0, 0, 255)",b,b,0.0,1
3,151,BLUE,"(255, 0, 0)",m,m,0.0,1
3,152,BLUE,"(255, 0, 0)",b,m,0.0,0
3,153,XXXX,"(255, 0, 0)",b,m,0.0,0
3,154,BLUE,"(0, 0, 255)",b,b,0.0,1
3,155,BLUE,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,156,XXXX,"(255, 0, 0)",b,m,0.0,0
3,157,RED,"(255, 0, 0)",m,m,0.0,1
3,158,RED,"(255, 0, 0)",b,m,0.0,0
3,159,RED,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,160,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,161,XXXX,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,162,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,163,BLUE,"(0, 0, 255)",b,b,0.0,1
3,164,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,165,RED,"(255, 0, 0)",m,m,0.0,1
3,166,XXXX,"(0, 0, 255)",m,b,0.0,0
3,167,XXXX,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,168,BLUE,"(0, 0, 255)",m,b,0.0,0
3,169,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,170,RED,"(0, 0, 255)",b,b,0.0,1
3,171,RED,"(255, 0, 0)",b,m,0.0,0
3,172,BLUE,"(255, 0, 0)",b,m,7.152557373046875e-07,0
3,173,XXXX,"(255, 0, 0)",m,m,0.0,1
3,174,XXXX,"(0, 0, 255)",b,b,0.0,1
3,175,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,176,XXXX,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,177,RED,"(255, 0, 0)",m,m,0.0,1
3,178,XXXX,"(255, 0, 0)",b,m,0.0,0
3,179,XXXX,"(0, 0, 255)",m,b,0.0,0
3,180,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,181,XXXX,"(255, 0, 0)",m,m,0.0,1
3,182,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,183,XXXX,"(0, 0, 255)",b,b,0.0,1
3,184,BLUE,"(0, 0, 255)",m,b,0.0,0
3,185,XXXX,"(255, 0, 0)",b,m,0.0,0
3,186,BLUE,"(255, 0, 0)",b,m,0.0,0
3,187,RED,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,188,XXXX,"(255, 0, 0)",m,m,0.0,1
3,189,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,190,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,191,XXXX,"(255, 0, 0)",b,m,7.152557373046875e-07,0
3,192,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,193,XXXX,"(0, 0, 255)",b,b,0.0,1
3,194,XXXX,"(0, 0, 255)",b,b,0.0,1
3,195,XXXX,"(255, 0, 0)",m,m,0.0,1
3,196,RED,"(255, 0, 0)",m,m,0.0,1
3,197,BLUE,"(0, 0, 255)",b,b,0.0,1
3,198,RED,"(0, 0, 255)",m,b,0.0,0
3,199,XXXX,"(255, 0, 0)",m,m,0.0,1
3,200,RED,"(255, 0, 0)",b,m,0.0,0
3,201,RED,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,202,BLUE,"(0, 0, 255)",m,b,0.0,0
3,203,XXXX,"(0, 0, 255)",b,b,0.0,1
3,204,XXXX,"(255, 0, 0)",b,m,0.0,0
3,205,XXXX,"(0, 0, 255)",b,b,0.0,1
3,206,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,207,XXXX,"(255, 0, 0)",b,m,0.0,0
3,208,RED,"(0, 0, 255)",m,b,0.0,0
3,209,XXXX,"(255, 0, 0)",m,m,0.0,1
3,210,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,211,RED,"(0, 0, 255)",b,b,0.0,1
3,212,XXXX,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,213,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,214,XXXX,"(0, 0, 255)",b,b,0.0,1
3,215,RED,"(0, 0, 255)",b,b,0.0,1
3,216,BLUE,"(0, 0, 255)",b,b,0.0,1
3,217,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,218,XXXX,"(0, 0, 255)",b,b,0.0,1
3,219,BLUE,"(255, 0, 0)",b,m,0.0,0
3,220,BLUE,"(0, 0, 255)",b,b,0.0,1
3,221,RED,"(255, 0, 0)",m,m,0.0,1
3,222,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,223,XXXX,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,224,XXXX,"(255, 0, 0)",b,m,0.0,0
3,225,RED,"(255, 0, 0)",b,m,0.0,0
3,226,XXXX,"(0, 0, 255)",m,b,0.0,0
3,227,RED,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,228,RED,"(255, 0, 0)",m,m,0.0,1
3,229,XXXX,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,230,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,231,RED,"(255, 0, 0)",b,m,0.0,0
3,232,XXXX,"(0, 0, 255)",b,b,0.0,1
3,233,BLUE,"(255, 0, 0)",m,m,0.0,1
3,234,XXXX,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,235,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,236,XXXX,"(255, 0, 0)",m,m,0.0,1
3,237,RED,"(0, 0, 255)",b,b,0.0,1
3,238,XXXX,"(0, 0, 255)",m,b,0.0,0
3,239,BLUE,"(255, 0, 0)",m,m,0.0,1
3,240,XXXX,"(255, 0, 0)",b,m,4.410743713378906e-05,0
3,241,RED,"(255, 0, 0)",b,m,7.152557373046875e-07,0
3,242,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,243,XXXX,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,244,XXXX,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,245,XXXX,"(0, 0, 255)",m,b,0.0,0
3,246,BLUE,"(255, 0, 0)",m,m,0.0,1
3,247,BLUE,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,248,XXXX,"(0, 0, 255)",m,b,0.0,0
3,249,RED,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,250,XXXX,"(0, 0, 255)",m,b,4.0531158447265625e-06,0
3,251,RED,"(0, 0, 255)",b,b,2.1457672119140625e-06,1
3,252,BLUE,"(255, 0, 0)",m,m,1.9073486328125e-06,1
3,253,RED,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,254,XXXX,"(0, 0, 255)",m,b,0.0,0
3,255,XXXX,"(255, 0, 0)",m,m,0.0,1
3,256,XXXX,"(0, 0, 255)",m,b,0.0,0
3,257,RED,"(255, 0, 0)",m,m,0.0,1
3,258,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,259,RED,"(255, 0, 0)",b,m,0.0,0
3,260,XXXX,"(0, 0, 255)",b,b,0.0,1
3,261,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,262,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,263,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,264,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,265,XXXX,"(255, 0, 0)",m,m,0.0,1
3,266,XXXX,"(255, 0, 0)",m,m,0.0,1
3,267,XXXX,"(255, 0, 0)",b,m,0.0,0
3,268,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,269,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,270,XXXX,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,271,XXXX,"(255, 0, 0)",b,m,0.0,0
3,272,XXXX,"(255, 0, 0)",b,m,0.0,0
3,273,BLUE,"(255, 0, 0)",b,m,0.0,0
3,274,BLUE,"(255, 0, 0)",m,m,0.0,1
3,275,BLUE,"(255, 0, 0)",b,m,0.0,0
3,276,BLUE,"(255, 0, 0)",b,m,0.0,0
3,277,BLUE,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,278,BLUE,"(255, 0, 0)",b,m,0.0,0
3,279,BLUE,"(0, 0, 255)",m,b,0.0,0
3,280,BLUE,"(255, 0, 0)",m,m,0.0,1
3,281,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,282,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,283,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,284,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,285,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,286,XXXX,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,287,RED,"(0, 0, 255)",m,b,0.0,0
3,288,BLUE,"(0, 0, 255)",b,b,0.0,1
3,289,XXXX,"(255, 0, 0)",m,m,0.0,1
3,290,RED,"(255, 0, 0)",b,m,0.0,0
3,291,RED,"(255, 0, 0)",b,m,0.0,0
3,292,BLUE,"(0, 0, 255)",b,b,0.0,1
3,293,BLUE,"(255, 0, 0)",b,m,0.0,0
3,294,BLUE,"(0, 0, 255)",b,b,0.0,1
3,295,BLUE,"(255, 0, 0)",m,m,0.0,1
3,296,BLUE,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,297,RED,"(0, 0, 255)",m,b,0.0,0
3,298,BLUE,"(255, 0, 0)",b,m,0.0,0
3,299,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,300,RED,"(0, 0, 255)",b,b,0.0,1
3,301,BLUE,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,302,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,303,XXXX,"(255, 0, 0)",m,m,0.0,1
3,304,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,305,XXXX,"(0, 0, 255)",b,b,0.0,1
3,306,XXXX,"(255, 0, 0)",b,m,0.0,0
3,307,RED,"(0, 0, 255)",m,b,9.5367431640625e-07,0
3,308,BLUE,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,309,XXXX,"(0, 0, 255)",m,b,0.0,0
3,310,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,311,RED,"(255, 0, 0)",b,m,0.0,0
3,312,BLUE,"(0, 0, 255)",b,b,0.0,1
3,313,BLUE,"(255, 0, 0)",b,m,0.0,0
3,314,XXXX,"(255, 0, 0)",b,m,7.152557373046875e-07,0
3,315,RED,"(255, 0, 0)",b,m,0.0,0
3,316,XXXX,"(0, 0, 255)",b,b,0.0,1
3,317,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,318,RED,"(0, 0, 255)",b,b,0.0,1
3,319,BLUE,"(255, 0, 0)",b,m,0.0,0
3,320,BLUE,"(0, 0, 255)",m,b,0.0,0
3,321,XXXX,"(255, 0, 0)",m,m,0.0,1
3,322,BLUE,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,323,RED,"(255, 0, 0)",b,m,0.0,0
3,324,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,325,XXXX,"(255, 0, 0)",b,m,0.0,0
3,326,BLUE,"(0, 0, 255)",b,b,1.1920928955078125e-06,1
3,327,XXXX,"(0, 0, 255)",m,b,0.0,0
3,328,XXXX,"(0, 0, 255)",b,b,0.0,1
3,329,XXXX,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,330,BLUE,"(255, 0, 0)",b,m,0.0,0
3,331,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,332,XXXX,"(0, 0, 255)",m,b,0.0,0
3,333,RED,"(255, 0, 0)",m,m,0.0,1
3,334,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,335,BLUE,"(0, 0, 255)",m,b,0.0,0
3,336,RED,"(255, 0, 0)",m,m,0.0,1
3,337,RED,"(255, 0, 0)",b,m,0.0,0
3,338,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
3,339,RED,"(0, 0, 255)",m,b,0.0,0
3,340,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,341,RED,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,342,BLUE,"(0, 0, 255)",b,b,0.0,1
3,343,RED,"(255, 0, 0)",b,m,1.1920928955078125e-06,0
3,344,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,345,RED,"(255, 0, 0)",m,m,0.0,1
3,346,XXXX,"(0, 0, 255)",b,b,0.0,1
3,347,RED,"(255, 0, 0)",b,m,0.0,0
3,348,RED,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,349,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,350,XXXX,"(0, 0, 255)",m,b,0.0,0
3,351,RED,"(255, 0, 0)",m,m,1.1920928955078125e-06,1
3,352,RED,"(0, 0, 255)",m,b,0.0,0
3,353,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,354,BLUE,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,355,XXXX,"(0, 0, 255)",m,b,0.0,0
3,356,XXXX,"(255, 0, 0)",b,m,9.5367431640625e-07,0
3,357,BLUE,"(0, 0, 255)",m,b,0.0,0
3,358,XXXX,"(0, 0, 255)",b,b,0.0,1
3,359,BLUE,"(255, 0, 0)",m,m,0.0,1
3,360,RED,"(255, 0, 0)",b,m,0.0,0
3,361,RED,"(0, 0, 255)",b,b,0.0,1
3,362,RED,"(255, 0, 0)",b,m,0.0,0
3,363,BLUE,"(0, 0, 255)",b,b,0.0,1
3,364,XXXX,"(0, 0, 255)",b,b,0.0,1
3,365,XXXX,"(255, 0, 0)",m,m,0.0,1
3,366,BLUE,"(0, 0, 255)",b,b,9.5367431640625e-07,1
3,367,BLUE,"(255, 0, 0)",b,m,0.0,0
3,368,RED,"(255, 0, 0)",m,m,9.5367431640625e-07,1
3,369,BLUE,"(255, 0, 0)",m,m,0.0,1
3,370,RED,"(0, 0, 255)",m,b,1.1920928955078125e-06,0
